per_idx,date,cat_idx,dt_idx,prefix,suffix,variable,geo_idx,geoID,is_adj1,is_adj,val
234,6/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,2,NE,1,True,36
234,6/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,3,MW,0,False,5
234,6/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,3,MW,1,True,47
234,6/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,4,SO,0,False,17
234,6/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,4,SO,1,True,191
234,6/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,5,WE,0,False,9
234,6/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,5,WE,1,True,97
234,6/1/1982,3,8,MMTHS,_FORSALE,MMTHS_FORSALE,1,US,0,False,9.6
234,6/1/1982,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,7.5
234,6/1/1982,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,8.3
234,6/1/1982,3,2,NOTSTD,_FORSALE,NOTSTD_FORSALE,1,US,0,False,50
234,6/1/1982,3,3,UNDERC,_FORSALE,UNDERC_FORSALE,1,US,0,False,116
234,6/1/1982,3,4,COMPED,_FORSALE,COMPED_FORSALE,1,US,0,False,87
234,6/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,253
234,6/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,252
234,6/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,2,NE,0,False,36
234,6/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,3,MW,0,False,30
234,6/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,4,SO,0,False,122
234,6/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,5,WE,0,False,65
235,7/1/1982,1,6,AVERAG,_SOLD,AVERAG_SOLD,1,US,0,False,86500
235,7/1/1982,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,70900
235,7/1/1982,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,7
235,7/1/1982,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,12
235,7/1/1982,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,11
235,7/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,31
235,7/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,375
235,7/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,2,NE,0,False,3
235,7/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,2,NE,1,True,42
235,7/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,3,MW,0,False,4
235,7/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,3,MW,1,True,43
235,7/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,4,SO,0,False,16
235,7/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,4,SO,1,True,197
235,7/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,5,WE,0,False,7
235,7/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,5,WE,1,True,93
235,7/1/1982,3,8,MMTHS,_FORSALE,MMTHS_FORSALE,1,US,0,False,9.5
235,7/1/1982,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,8.1
235,7/1/1982,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,8.2
235,7/1/1982,3,2,NOTSTD,_FORSALE,NOTSTD_FORSALE,1,US,0,False,46
235,7/1/1982,3,3,UNDERC,_FORSALE,UNDERC_FORSALE,1,US,0,False,117
235,7/1/1982,3,4,COMPED,_FORSALE,COMPED_FORSALE,1,US,0,False,88
235,7/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,251
235,7/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,249
235,7/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,2,NE,0,False,36
235,7/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,3,MW,0,False,29
235,7/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,4,SO,0,False,122
235,7/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,5,WE,0,False,64
236,8/1/1982,1,6,AVERAG,_SOLD,AVERAG_SOLD,1,US,0,False,86500
236,8/1/1982,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,70100
236,8/1/1982,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,10
236,8/1/1982,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,13
236,8/1/1982,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,13
236,8/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,36
236,8/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,407
236,8/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,2,NE,0,False,3
236,8/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,2,NE,1,True,38
236,8/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,3,MW,0,False,5
236,8/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,3,MW,1,True,51
236,8/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,4,SO,0,False,18
236,8/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,4,SO,1,True,212
236,8/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,5,WE,0,False,10
236,8/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,5,WE,1,True,106
236,8/1/1982,3,8,MMTHS,_FORSALE,MMTHS_FORSALE,1,US,0,False,9.8
236,8/1/1982,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,6.8
236,8/1/1982,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,7.1
236,8/1/1982,3,2,NOTSTD,_FORSALE,NOTSTD_FORSALE,1,US,0,False,45
236,8/1/1982,3,3,UNDERC,_FORSALE,UNDERC_FORSALE,1,US,0,False,117
236,8/1/1982,3,4,COMPED,_FORSALE,COMPED_FORSALE,1,US,0,False,87
236,8/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,248
236,8/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,247
236,8/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,2,NE,0,False,36
236,8/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,3,MW,0,False,28
236,8/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,4,SO,0,False,123
236,8/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,5,WE,0,False,61
237,9/1/1982,1,6,AVERAG,_SOLD,AVERAG_SOLD,1,US,0,False,79600
237,9/1/1982,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,67800
237,9/1/1982,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,10
237,9/1/1982,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,16
237,9/1/1982,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,12
237,9/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,39
237,9/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,481
237,9/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,2,NE,0,False,5
237,9/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,2,NE,1,True,58
237,9/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,3,MW,0,False,6
237,9/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,3,MW,1,True,66
237,9/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,4,SO,0,False,19
237,9/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,4,SO,1,True,252
237,9/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,5,WE,0,False,8
237,9/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,5,WE,1,True,106
237,9/1/1982,3,8,MMTHS,_FORSALE,MMTHS_FORSALE,1,US,0,False,10
237,9/1/1982,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,6.5
237,9/1/1982,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,6.7
237,9/1/1982,3,2,NOTSTD,_FORSALE,NOTSTD_FORSALE,1,US,0,False,45
237,9/1/1982,3,3,UNDERC,_FORSALE,UNDERC_FORSALE,1,US,0,False,120
237,9/1/1982,3,4,COMPED,_FORSALE,COMPED_FORSALE,1,US,0,False,84
237,9/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,249
237,9/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,247
237,9/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,2,NE,0,False,36
237,9/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,3,MW,0,False,28
237,9/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,4,SO,0,False,125
237,9/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,5,WE,0,False,60
238,10/1/1982,1,6,AVERAG,_SOLD,AVERAG_SOLD,1,US,0,False,79900
238,10/1/1982,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,69700
238,10/1/1982,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,10
238,10/1/1982,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,16
238,10/1/1982,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,14
238,10/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,40
238,10/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,480
238,10/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,2,NE,0,False,5
238,10/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,2,NE,1,True,54
238,10/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,3,MW,0,False,4
238,10/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,3,MW,1,True,44
238,10/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,4,SO,0,False,22
238,10/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,4,SO,1,True,264
238,10/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,5,WE,0,False,9
238,10/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,5,WE,1,True,118
238,10/1/1982,3,8,MMTHS,_FORSALE,MMTHS_FORSALE,1,US,0,False,9.7
238,10/1/1982,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,6.2
238,10/1/1982,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,6.2
238,10/1/1982,3,2,NOTSTD,_FORSALE,NOTSTD_FORSALE,1,US,0,False,46
238,10/1/1982,3,3,UNDERC,_FORSALE,UNDERC_FORSALE,1,US,0,False,118
238,10/1/1982,3,4,COMPED,_FORSALE,COMPED_FORSALE,1,US,0,False,84
238,10/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,248
238,10/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,246
238,10/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,2,NE,0,False,38
238,10/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,3,MW,0,False,28
238,10/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,4,SO,0,False,124
238,10/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,5,WE,0,False,59
239,11/1/1982,1,6,AVERAG,_SOLD,AVERAG_SOLD,1,US,0,False,87800
239,11/1/1982,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,73500
239,11/1/1982,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,10
239,11/1/1982,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,15
239,11/1/1982,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,13
239,11/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,39
239,11/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,554
239,11/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,2,NE,0,False,4
239,11/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,2,NE,1,True,59
239,11/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,3,MW,0,False,4
239,11/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,3,MW,1,True,55
239,11/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,4,SO,0,False,21
239,11/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,4,SO,1,True,294
239,11/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,5,WE,0,False,10
239,11/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,5,WE,1,True,145
239,11/1/1982,3,8,MMTHS,_FORSALE,MMTHS_FORSALE,1,US,0,False,9.8
239,11/1/1982,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,6.4
239,11/1/1982,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.4
239,11/1/1982,3,2,NOTSTD,_FORSALE,NOTSTD_FORSALE,1,US,0,False,46
239,11/1/1982,3,3,UNDERC,_FORSALE,UNDERC_FORSALE,1,US,0,False,121
239,11/1/1982,3,4,COMPED,_FORSALE,COMPED_FORSALE,1,US,0,False,83
239,11/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,250
239,11/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,247
239,11/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,2,NE,0,False,38
239,11/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,3,MW,0,False,28
239,11/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,4,SO,0,False,125
239,11/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,5,WE,0,False,59
240,12/1/1982,1,6,AVERAG,_SOLD,AVERAG_SOLD,1,US,0,False,86700
240,12/1/1982,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,71700
240,12/1/1982,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,8
240,12/1/1982,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,13
240,12/1/1982,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,12
240,12/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,33
240,12/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,521
240,12/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,2,NE,0,False,4
240,12/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,2,NE,1,True,58
240,12/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,3,MW,0,False,3
240,12/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,3,MW,1,True,60
240,12/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,4,SO,0,False,17
240,12/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,4,SO,1,True,270
240,12/1/1982,1,1,TOTAL,_SOLD,TOTAL_SOLD,5,WE,0,False,8
240,12/1/1982,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,5,WE,1,True,133
240,12/1/1982,3,8,MMTHS,_FORSALE,MMTHS_FORSALE,1,US,0,False,9
240,12/1/1982,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,7.8
240,12/1/1982,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.8
240,12/1/1982,3,2,NOTSTD,_FORSALE,NOTSTD_FORSALE,1,US,0,False,49
240,12/1/1982,3,3,UNDERC,_FORSALE,UNDERC_FORSALE,1,US,0,False,125
240,12/1/1982,3,4,COMPED,_FORSALE,COMPED_FORSALE,1,US,0,False,81
240,12/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,255
240,12/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,253
240,12/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,2,NE,0,False,39
240,12/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,3,MW,0,False,27
240,12/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,4,SO,0,False,129
240,12/1/1982,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,5,WE,0,False,60
241,1/1/1983,1,6,AVERAG,_SOLD,AVERAG_SOLD,1,US,0,False,87200
241,1/1/1983,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,73500
241,1/1/1983,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,13
241,1/1/1983,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,17
241,1/1/1983,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,14
241,1/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,44
241,1/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,582
241,1/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,2,NE,0,False,4
241,1/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,2,NE,1,True,71
241,1/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,3,MW,0,False,4
241,1/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,3,MW,1,True,67
241,1/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,4,SO,0,False,24
241,1/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,4,SO,1,True,307
241,1/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,5,WE,0,False,12
241,1/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,5,WE,1,True,138
241,1/1/1983,3,8,MMTHS,_FORSALE,MMTHS_FORSALE,1,US,0,False,9.3
241,1/1/1983,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,5.8
241,1/1/1983,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.4
241,1/1/1983,3,2,NOTSTD,_FORSALE,NOTSTD_FORSALE,1,US,0,False,47
241,1/1/1983,3,3,UNDERC,_FORSALE,UNDERC_FORSALE,1,US,0,False,129
241,1/1/1983,3,4,COMPED,_FORSALE,COMPED_FORSALE,1,US,0,False,80
241,1/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,256
241,1/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,259
241,1/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,2,NE,0,False,38
241,1/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,3,MW,0,False,27
241,1/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,4,SO,0,False,132
241,1/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,5,WE,0,False,59
242,2/1/1983,1,6,AVERAG,_SOLD,AVERAG_SOLD,1,US,0,False,86800
242,2/1/1983,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,73800
242,2/1/1983,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,15
242,2/1/1983,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,18
242,2/1/1983,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,13
242,2/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,46
242,2/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,562
242,2/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,2,NE,0,False,5
242,2/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,2,NE,1,True,68
242,2/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,3,MW,0,False,4
242,2/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,3,MW,1,True,62
242,2/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,4,SO,0,False,24
242,2/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,4,SO,1,True,290
242,2/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,5,WE,0,False,13
242,2/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,5,WE,1,True,142
242,2/1/1983,3,8,MMTHS,_FORSALE,MMTHS_FORSALE,1,US,0,False,9.9
242,2/1/1983,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,5.5
242,2/1/1983,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.6
242,2/1/1983,3,2,NOTSTD,_FORSALE,NOTSTD_FORSALE,1,US,0,False,46
242,2/1/1983,3,3,UNDERC,_FORSALE,UNDERC_FORSALE,1,US,0,False,131
242,2/1/1983,3,4,COMPED,_FORSALE,COMPED_FORSALE,1,US,0,False,76
242,2/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,253
242,2/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,261
242,2/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,2,NE,0,False,36
242,2/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,3,MW,0,False,26
242,2/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,4,SO,0,False,132
242,2/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,5,WE,0,False,59
243,3/1/1983,1,6,AVERAG,_SOLD,AVERAG_SOLD,1,US,0,False,86200
243,3/1/1983,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,72500
243,3/1/1983,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,18
243,3/1/1983,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,23
243,3/1/1983,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,16
243,3/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,57
243,3/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,596
243,3/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,2,NE,0,False,6
243,3/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,2,NE,1,True,73
243,3/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,3,MW,0,False,7
243,3/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,3,MW,1,True,72
243,3/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,4,SO,0,False,30
243,3/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,4,SO,1,True,299
243,3/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,5,WE,0,False,14
243,3/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,5,WE,1,True,152
243,3/1/1983,3,8,MMTHS,_FORSALE,MMTHS_FORSALE,1,US,0,False,9.5
243,3/1/1983,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,4.5
243,3/1/1983,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.4
243,3/1/1983,3,2,NOTSTD,_FORSALE,NOTSTD_FORSALE,1,US,0,False,50
243,3/1/1983,3,3,UNDERC,_FORSALE,UNDERC_FORSALE,1,US,0,False,135
243,3/1/1983,3,4,COMPED,_FORSALE,COMPED_FORSALE,1,US,0,False,74
243,3/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,259
243,3/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,262
243,3/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,2,NE,0,False,35
243,3/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,3,MW,0,False,27
243,3/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,4,SO,0,False,136
243,3/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,5,WE,0,False,59
244,4/1/1983,1,6,AVERAG,_SOLD,AVERAG_SOLD,1,US,0,False,87600
244,4/1/1983,1,5,MEDIAN,_SOLD,MEDIAN_SOLD,1,US,0,False,74700
244,4/1/1983,1,2,NOTSTD,_SOLD,NOTSTD_SOLD,1,US,0,False,20
244,4/1/1983,1,3,UNDERC,_SOLD,UNDERC_SOLD,1,US,0,False,23
244,4/1/1983,1,4,COMPED,_SOLD,COMPED_SOLD,1,US,0,False,16
244,4/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,1,US,0,False,59
244,4/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,1,US,1,True,638
244,4/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,2,NE,0,False,7
244,4/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,2,NE,1,True,78
244,4/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,3,MW,0,False,7
244,4/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,3,MW,1,True,75
244,4/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,4,SO,0,False,30
244,4/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,4,SO,1,True,320
244,4/1/1983,1,1,TOTAL,_SOLD,TOTAL_SOLD,5,WE,0,False,16
244,4/1/1983,2,1,TOTAL,_ASOLD,TOTAL_ASOLD,5,WE,1,True,166
244,4/1/1983,3,8,MMTHS,_FORSALE,MMTHS_FORSALE,1,US,0,False,8.4
244,4/1/1983,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,0,False,4.5
244,4/1/1983,3,7,MONSUP,_FORSALE,MONSUP_FORSALE,1,US,1,True,5.1
244,4/1/1983,3,2,NOTSTD,_FORSALE,NOTSTD_FORSALE,1,US,0,False,51
244,4/1/1983,3,3,UNDERC,_FORSALE,UNDERC_FORSALE,1,US,0,False,140
244,4/1/1983,3,4,COMPED,_FORSALE,COMPED_FORSALE,1,US,0,False,74
244,4/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,0,False,264
244,4/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,1,US,1,True,265
244,4/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,2,NE,0,False,35
244,4/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,3,MW,0,False,27
244,4/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,4,SO,0,False,140
244,4/1/1983,3,1,TOTAL,_FORSALE,TOTAL_FORSALE,5,WE,0,False,61
245,5/1/1983,1,6,AVERAG,_SOLD,AVERAG_SOLD,1,US,0,False,88800
